OPC-N3 Iss1.1 FirmwareVer=1.17a...........................BS
OPC-N3 177702312                                            
Config info:
LaserDAC,186
FanDAC,255
ToFtoSFRfactor,60
PVP(us/48),48
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23
BoundaryADC,14,40,80,120,145,215,340,590,846,1363,2029,2848,4119,5527,7076,8624,10204,11815,13457,15897,18305,20698,22966,25140,27158
Boundary_um,0.350,0.460,0.660,1.000,1.300,1.700,2.300,3.000,4.000,5.200,6.500,8.000,10.000,12.000,14.000,16.000,18.000,20.000,22.000,25.000,28.000,31.000,34.000,37.000,40.000
BinWeighting,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SamplingPeriod(s),SFR(ml/s),Temp(C),RH(%),PM_1.000(ug/m^3),PM_2.500(ug/m^3),PM_10.000(ug/m^3),#RjtGlitch,#RjtLong,#RjtRatio,#RjtRange,#FanRevs,LaserStatus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.070,0.000,0.000,0.000,0.000,0,0,1,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.070,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.083,0.000,0.000,0.000,0.000,0,0,1,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.083,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.083,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.097,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.097,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.155,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.126,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670,2.830,53.126,0.000,0.000,0.000,0.000,0,0,1,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.155,0.000,0.000,0.000,0.000,0,0,1,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.142,0.000,0.000,0.000,0.000,0,0,1,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.142,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.171,0.000,0.000,0.000,0.000,0,0,0,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.155,0.000,0.000,0.000,0.000,0,0,0,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.171,0.000,0.000,0.000,0.000,0,0,0,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.185,0.000,0.000,0.000,0.000,0,0,1,0,0,612
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.185,0.000,0.000,0.000,0.000,0,0,1,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.185,0.000,0.000,0.000,0.000,0,0,1,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.185,0.000,0.000,0.000,0.000,0,0,0,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.212,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.198,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.198,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.228,0.000,0.000,0.000,0.000,1,0,1,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.228,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.228,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.268,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.241,0.000,0.000,0.000,0.000,4,0,3,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.254,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.241,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.268,0.000,0.000,0.000,0.000,0,0,1,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.254,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.284,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.268,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.284,0.000,0.000,0.000,0.000,1,0,1,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.284,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.297,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.297,0.000,0.000,0.000,0.000,0,0,1,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.326,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.310,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.326,0.000,0.000,0.000,0.000,0,0,1,0,0,613
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.326,0.000,0.028,0.029,0.029,0,0,2,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.340,0.000,0.000,0.000,0.000,0,0,1,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.326,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.353,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.340,0.000,0.000,0.000,0.000,0,0,1,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.353,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.340,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.366,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.353,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.366,0.000,0.000,0.000,0.000,0,0,1,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.396,0.000,0.000,0.000,0.000,0,0,1,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.382,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.422,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.422,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.396,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.409,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.422,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.396,0.000,0.000,0.000,0.000,0,0,1,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.409,0.000,0.000,0.000,0.000,0,0,1,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.422,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.409,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.422,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.452,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.439,0.000,0.000,0.000,0.000,1,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.422,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.439,0.000,0.000,0.000,0.000,1,0,2,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.452,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.481,0.000,0.000,0.000,0.000,0,0,1,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670,2.830,53.465,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.481,0.000,0.000,0.000,0.000,0,0,1,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.465,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.465,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.495,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.495,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.495,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.495,0.000,0.000,0.000,0.000,0,0,0,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.495,0.000,0.000,0.000,0.000,0,0,1,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.521,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.521,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.508,0.000,0.000,0.000,0.000,0,0,1,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.495,0.000,0.000,0.000,0.000,0,0,0,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.508,0.000,0.000,0.000,0.000,0,0,1,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.540,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.521,0.000,0.000,0.000,0.000,0,0,2,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.540,0.000,0.000,0.000,0.000,0,0,1,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.553,0.000,0.000,0.000,0.000,0,0,0,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.540,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.521,0.000,0.000,0.000,0.000,0,0,2,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.567,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.540,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.580,0.000,0.000,0.000,0.000,1,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.567,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.580,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.553,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.596,0.000,0.000,0.000,0.000,1,0,2,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.609,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.580,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.596,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.609,0.000,0.000,0.000,0.000,0,0,1,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.596,0.000,0.000,0.000,0.000,0,0,1,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.596,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.609,0.000,0.000,0.000,0.000,1,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.596,0.000,0.000,0.000,0.000,0,0,0,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.596,0.000,0.000,0.000,0.000,0,0,1,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.596,0.000,0.000,0.000,0.000,0,0,1,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.623,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.609,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.609,0.000,0.000,0.000,0.000,0,0,1,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.623,0.000,0.000,0.000,0.000,1,0,3,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.639,0.000,0.000,0.000,0.000,0,0,1,0,0,615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.609,0.000,0.000,0.000,0.000,1,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.639,0.000,0.000,0.000,0.000,0,0,1,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.652,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.652,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.639,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.652,0.000,0.000,0.000,0.000,0,0,0,0,0,614
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.652,0.000,0.028,0.029,0.029,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.652,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.665,0.000,0.000,0.000,0.000,0,0,1,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.639,0.000,0.000,0.000,0.000,0,0,1,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.695,0.000,0.000,0.000,0.000,1,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.665,0.000,0.000,0.000,0.000,0,0,0,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.652,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.665,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.708,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.679,0.000,0.000,0.000,0.000,0,0,1,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.708,0.000,0.000,0.000,0.000,0,0,1,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.695,0.000,0.000,0.000,0.000,0,0,1,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.670,2.830,53.708,0.000,0.000,0.000,0.000,0,0,0,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.695,0.000,0.000,0.000,0.000,0,0,1,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.695,0.000,0.000,0.000,0.000,0,0,0,0,0,614
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.722,0.000,0.000,0.000,0.000,0,0,0,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.695,0.000,0.000,0.000,0.000,0,0,0,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680,2.830,53.722,0.000,0.000,0.000,0.000,0,0,2,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.708,0.000,0.000,0.000,0.000,0,0,0,0,0,613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.690,2.830,53.708,0.000,0.000,0.000,0.000,0,0,0,0,0,614
