OPC-N2 FirmwareVer=OPC-018.2..............................BD
OPC-N2 176580907                                            
Config info:
GSC,1.000
LaserDAC,210
FanDAC,255
ToFtoSFRfactor,98
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15
Boundary(upper),17,27,41,60,79,123,234,388,575,909,1294,1866,2475,3092,3685,4095
ParticleVolume(um3),0.051,0.151,0.401,0.894,1.646,3.209,8.530,22.449,47.713,99.541,199.532,381.703,696.910,1150.347,1767.146,2460.612
ParticleDensity(g/ml),1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050,1.050
SampleVolumeWeighting,4.500,3.000,2.000,0.500,0.300,0.250,0.250,0.250,0.350,0.450,0.500,0.800,1.000,1.000,1.000,1.000
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SFR(ml/s),SamplingPeriod(s),PM1(ug/m3),PM2.5,PM10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.472,1.382,0.000,0.000,0.000
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.472,1.389,0.113,0.116,0.116
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.472,1.388,0.113,0.116,0.116
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.472,1.388,0.348,0.515,0.517
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.472,1.388,0.113,0.116,0.116
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.472,1.388,0.226,0.233,0.233
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1.516,1.388,0.187,0.221,0.221
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.516,1.382,0.000,0.000,0.000
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.516,1.389,0.329,0.339,0.339
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.516,1.388,0.110,0.113,0.113
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.516,1.388,0.549,0.565,0.565
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.516,1.388,0.330,0.339,0.339
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.516,1.388,0.439,0.452,0.452
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.516,1.388,0.439,0.452,0.452
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.516,1.388,0.220,0.226,0.226
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1.549,1.382,0.184,0.217,0.217
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549,1.388,0.000,0.000,0.000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549,1.389,0.000,0.000,0.000
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549,1.389,0.224,0.379,0.381
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549,1.388,0.322,0.332,0.332
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549,1.388,0.000,0.000,0.000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549,1.389,0.000,0.000,0.000
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549,1.383,0.108,0.111,0.111
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,1.304,1.388,0.818,0.908,0.908
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.304,1.388,0.255,0.263,0.263
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.304,1.388,0.000,0.000,0.000
3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,1.232,1.389,1.198,1.641,1.647
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.232,1.388,0.135,0.139,0.139
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,1.217,1.388,0.370,0.416,0.416
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.217,1.382,0.000,0.000,0.000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.217,1.389,0.000,0.000,0.000
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,1.214,1.389,0.371,0.417,0.417
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214,1.388,0.000,0.000,0.000
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214,1.389,0.274,0.282,0.282
3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,1.169,1.388,1.263,1.730,1.737
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.169,1.388,0.000,0.000,0.000
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.169,1.383,0.286,0.294,0.294
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.169,1.388,0.296,0.502,0.505
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.169,1.388,0.000,0.000,0.000
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.169,1.389,0.142,0.146,0.146
